Seed,result,time (seconds)
1197,solved,82.334
1198,solved,67.497
1199,unsolvable,80.643
1200,solved,120.8786667
1201,solved,68.69
1202,solved,94.13133333
1203,solved,54.82466667
1204,unsolvable,27.727
1205,solved,104.671
1206,unsolvable,19.79966667
1207,unsolvable,14.75066667
1208,solved,131.8993333
1209,solved,88.49833333
1210,solved,47.73133333
1211,solved,130.1676667
1212,unsolvable,26.578
1213,solved,112.2933333
1214,unsolvable,76.48466667
1215,solved,139.7343333
1216,solved,60.924
1217,solved,53.184
1218,solved,65.428
1219,solved,205.412
1220,solved,72.93833333
1221,solved,93.65933333
1222,solved,61.01233333
1223,solved,60.823
1224,solved,64.63766667
1225,solved,54.823
1226,solved,157.8163333
1227,solved,101.2473333
1228,solved,53.41033333
1229,solved,91.05233333
1230,solved,136.3523333
1231,solved,71.58266667
1232,solved,96.10166667
1233,solved,97.91933333
1234,solved,62.483
1235,solved,102.2506667
1236,solved,96.01066667
1237,solved,75.547
1238,solved,92.164
1239,solved,81.047
1240,unsolvable,62.54933333
1241,solved,76.74633333
1242,unsolvable,22.50566667
1243,solved,68.90166667
1244,solved,124.218
1245,solved,185.522
1246,solved,91.96166667
1247,unsolvable,15.78533333
1248,unsolvable,50.848
1249,unsolvable,31.84233333
1250,solved,73.40566667
1251,unsolvable,31.932
1252,solved,165.937
